,model_name,init_time,readme_time,init_readme_diff
24493,Helsinki-NLP/opus-mt-sem-en,2020-08-19,Wed Aug 19 00:34:38 2020 +0000,0 days 00:00:00
21673,Helsinki-NLP/opus-mt-uk-nl,2020-08-19,Wed Aug 19 00:37:54 2020 +0000,0 days 00:00:00
22672,Helsinki-NLP/opus-mt-ja-vi,2020-08-19,Wed Aug 19 00:29:34 2020 +0000,0 days 00:00:00
13286,Helsinki-NLP/opus-mt-he-ar,2020-08-19,Wed Aug 19 00:17:38 2020 +0000,0 days 00:00:00
1261,Helsinki-NLP/opus-mt-sl-uk,2020-08-19,Wed Aug 19 00:34:51 2020 +0000,0 days 00:00:00
1019,Helsinki-NLP/opus-mt-uk-cs,2020-08-19,Wed Aug 19 00:37:03 2020 +0000,0 days 00:00:00
16796,Helsinki-NLP/opus-mt-en-cus,2020-08-19,Wed Aug 19 00:11:12 2020 +0000,0 days 00:00:00
1418,rohanrajpal/bert-base-en-es-codemix-cased,2020-08-19,Fri Dec 11 23:00:21 2020 +0100,114 days 07:17:55
8882,Helsinki-NLP/opus-mt-it-is,2020-08-19,Wed Aug 19 00:19:06 2020 +0000,0 days 00:00:00
29020,Helsinki-NLP/opus-mt-en-iir,2020-08-19,Wed Aug 19 00:12:09 2020 +0000,0 days 00:00:00
3835,Helsinki-NLP/opus-mt-uk-tr,2020-08-19,Wed Aug 19 00:38:35 2020 +0000,0 days 00:00:00
19417,Helsinki-NLP/opus-mt-zh-he,2020-08-19,Wed Aug 19 00:39:57 2020 +0000,0 days 00:00:00
22638,Helsinki-NLP/opus-mt-fr-no,2020-08-19,Wed Aug 19 00:16:28 2020 +0000,0 days 00:00:00
8480,Helsinki-NLP/opus-mt-vi-en,2020-08-19,Wed Aug 19 00:38:54 2020 +0000,0 days 00:00:00
29821,Helsinki-NLP/opus-mt-gmw-en,2020-08-19,Wed Aug 19 00:17:10 2020 +0000,0 days 00:00:00
17053,Helsinki-NLP/opus-mt-fi-eo,2020-08-19,Wed Aug 19 00:15:49 2020 +0000,0 days 00:00:00
6740,Helsinki-NLP/opus-mt-en-ar,2020-08-19,Wed Aug 19 00:10:31 2020 +0000,0 days 00:00:00
13251,Helsinki-NLP/opus-mt-ko-hu,2020-08-19,Wed Aug 19 00:29:54 2020 +0000,0 days 00:00:00
15895,Helsinki-NLP/opus-mt-mkh-en,2020-08-19,Wed Aug 19 00:30:31 2020 +0000,0 days 00:00:00
2657,Helsinki-NLP/opus-mt-zh-de,2020-08-19,Wed Aug 19 00:39:46 2020 +0000,0 days 00:00:00
14033,Helsinki-NLP/opus-mt-fr-tl,2020-08-19,Wed Aug 19 00:16:31 2020 +0000,0 days 00:00:00
13257,Helsinki-NLP/opus-mt-ru-bg,2020-08-19,Wed Aug 19 00:33:41 2020 +0000,0 days 00:00:00
6975,Helsinki-NLP/opus-mt-it-eo,2020-08-19,Wed Aug 19 00:19:02 2020 +0000,0 days 00:00:00
30368,Helsinki-NLP/opus-mt-it-ar,2020-08-19,Wed Aug 19 00:18:42 2020 +0000,0 days 00:00:00
11890,Helsinki-NLP/opus-mt-ja-ms,2020-08-19,Wed Aug 19 00:29:11 2020 +0000,0 days 00:00:00
13174,Helsinki-NLP/opus-mt-dra-en,2020-08-19,Wed Aug 19 00:09:52 2020 +0000,0 days 00:00:00
4243,Helsinki-NLP/opus-mt-be-es,2020-08-19,Wed Aug 19 00:06:40 2020 +0000,0 days 00:00:00
24468,Helsinki-NLP/opus-mt-ru-ar,2020-08-19,Wed Aug 19 00:33:35 2020 +0000,0 days 00:00:00
16038,Helsinki-NLP/opus-mt-en-euq,2020-08-19,Wed Aug 19 00:11:28 2020 +0000,0 days 00:00:00
20099,Helsinki-NLP/opus-mt-lt-pl,2020-08-19,Wed Aug 19 00:30:14 2020 +0000,0 days 00:00:00
27814,Helsinki-NLP/opus-mt-en-hy,2020-08-19,Wed Aug 19 00:12:06 2020 +0000,0 days 00:00:00
14247,Helsinki-NLP/opus-mt-rn-es,2020-08-19,Wed Aug 19 00:33:14 2020 +0000,0 days 00:00:00
11841,Helsinki-NLP/opus-mt-en-bnt,2020-08-19,Wed Aug 19 00:10:48 2020 +0000,0 days 00:00:00
14757,Helsinki-NLP/opus-mt-bg-it,2020-08-19,Wed Aug 19 00:07:12 2020 +0000,0 days 00:00:00
18510,Helsinki-NLP/opus-mt-zls-en,2020-08-19,Wed Aug 19 00:40:41 2020 +0000,0 days 00:00:00
28665,Helsinki-NLP/opus-mt-pl-ar,2020-08-19,Wed Aug 19 00:32:14 2020 +0000,0 days 00:00:00
13258,Helsinki-NLP/opus-mt-zh-ms,2020-08-19,Wed Aug 19 00:40:20 2020 +0000,0 days 00:00:00
29591,Helsinki-NLP/opus-mt-rn-de,2020-08-19,Wed Aug 19 00:33:04 2020 +0000,0 days 00:00:00
10798,Helsinki-NLP/opus-mt-zh-uk,2020-08-19,Wed Aug 19 00:40:29 2020 +0000,0 days 00:00:00
6947,Helsinki-NLP/opus-mt-urj-en,2020-08-19,Wed Aug 19 00:38:45 2020 +0000,0 days 00:00:00
2367,Helsinki-NLP/opus-mt-af-nl,2020-08-19,Wed Aug 19 00:05:26 2020 +0000,0 days 00:00:00
29191,Helsinki-NLP/opus-mt-fr-bg,2020-08-19,Wed Aug 19 00:16:03 2020 +0000,0 days 00:00:00
20102,Helsinki-NLP/opus-mt-rn-ru,2020-08-19,Wed Aug 19 00:33:12 2020 +0000,0 days 00:00:00
6513,Helsinki-NLP/opus-mt-uk-pl,2020-08-19,Wed Aug 19 00:38:16 2020 +0000,0 days 00:00:00
23396,Helsinki-NLP/opus-mt-ms-ms,2020-08-19,Wed Aug 19 00:30:46 2020 +0000,0 days 00:00:00
14446,Helsinki-NLP/opus-mt-vi-de,2020-08-19,Wed Aug 19 00:38:49 2020 +0000,0 days 00:00:00
26895,Helsinki-NLP/opus-mt-tr-ar,2020-08-19,Wed Aug 19 00:36:41 2020 +0000,0 days 00:00:00
29546,Helsinki-NLP/opus-mt-ja-ar,2020-08-19,Wed Aug 19 00:28:41 2020 +0000,0 days 00:00:00
26317,Helsinki-NLP/opus-mt-hy-ru,2020-08-19,Wed Aug 19 00:17:53 2020 +0000,0 days 00:00:00
23186,Helsinki-NLP/opus-mt-taw-en,2020-08-19,Wed Aug 19 00:36:00 2020 +0000,0 days 00:00:00
13104,Helsinki-NLP/opus-mt-eo-da,2020-08-19,Wed Aug 19 00:14:25 2020 +0000,0 days 00:00:00
22598,Helsinki-NLP/opus-mt-es-lt,2020-08-19,Wed Aug 19 00:35:20 2020 +0000,0 days 00:00:00
8960,Helsinki-NLP/opus-mt-ur-en,2020-08-19,Wed Aug 19 00:38:40 2020 +0000,0 days 00:00:00
20574,Helsinki-NLP/opus-mt-zh-it,2020-08-19,Wed Aug 19 00:40:17 2020 +0000,0 days 00:00:00
19358,Helsinki-NLP/opus-mt-sv-no,2020-08-19,Wed Aug 19 00:35:56 2020 +0000,0 days 00:00:00
2598,Helsinki-NLP/opus-mt-lt-ru,2020-08-19,Wed Aug 19 00:30:18 2020 +0000,0 days 00:00:00
17254,Helsinki-NLP/opus-mt-en-inc,2020-08-19,Wed Aug 19 00:12:11 2020 +0000,0 days 00:00:00
29013,Helsinki-NLP/opus-mt-fr-vi,2020-08-19,Wed Aug 19 00:16:35 2020 +0000,0 days 00:00:00
5511,Helsinki-NLP/opus-mt-uk-hu,2020-08-19,Wed Aug 19 00:37:31 2020 +0000,0 days 00:00:00
23196,Helsinki-NLP/opus-mt-ms-fr,2020-08-19,Wed Aug 19 00:30:38 2020 +0000,0 days 00:00:00
4317,Helsinki-NLP/opus-mt-ja-nl,2020-08-19,Wed Aug 19 00:29:14 2020 +0000,0 days 00:00:00
20006,Helsinki-NLP/opus-mt-uk-pt,2020-08-19,Wed Aug 19 00:38:26 2020 +0000,0 days 00:00:00
15869,Helsinki-NLP/opus-mt-tr-az,2020-08-19,Wed Aug 19 00:36:44 2020 +0000,0 days 00:00:00
15873,Helsinki-NLP/opus-mt-no-fr,2020-08-19,Wed Aug 19 00:31:37 2020 +0000,0 days 00:00:00
22575,Helsinki-NLP/opus-mt-en-rn,2020-08-19,Wed Aug 19 00:12:58 2020 +0000,0 days 00:00:00
14769,Helsinki-NLP/opus-mt-en-grk,2020-08-19,Wed Aug 19 00:12:01 2020 +0000,0 days 00:00:00
7515,Helsinki-NLP/opus-mt-en-sla,2020-08-19,Wed Aug 19 00:13:14 2020 +0000,0 days 00:00:00
17608,Helsinki-NLP/opus-mt-pt-eo,2020-08-19,Wed Aug 19 00:32:45 2020 +0000,0 days 00:00:00
18925,Helsinki-NLP/opus-mt-pl-uk,2020-08-19,Wed Aug 19 00:32:35 2020 +0000,0 days 00:00:00
12509,Helsinki-NLP/opus-mt-ar-el,2020-08-19,Wed Aug 19 00:05:47 2020 +0000,0 days 00:00:00
11987,Helsinki-NLP/opus-mt-ja-bg,2020-08-19,Wed Aug 19 00:28:44 2020 +0000,0 days 00:00:00
15070,Helsinki-NLP/opus-mt-bat-en,2020-08-19,Wed Aug 19 00:06:37 2020 +0000,0 days 00:00:00
7437,Helsinki-NLP/opus-mt-rn-fr,2020-08-19,Wed Aug 19 00:33:08 2020 +0000,0 days 00:00:00
19969,Helsinki-NLP/opus-mt-eo-sh,2020-08-19,Wed Aug 19 00:14:36 2020 +0000,0 days 00:00:00
13678,Helsinki-NLP/opus-mt-da-ru,2020-08-19,Wed Aug 19 00:08:59 2020 +0000,0 days 00:00:00
23149,Helsinki-NLP/opus-mt-ar-it,2020-08-19,Wed Aug 19 00:06:07 2020 +0000,0 days 00:00:00
9744,Helsinki-NLP/opus-mt-en-trk,2020-08-19,Wed Aug 19 00:13:18 2020 +0000,0 days 00:00:00
7892,Helsinki-NLP/opus-mt-uk-it,2020-08-19,Wed Aug 19 00:37:33 2020 +0000,0 days 00:00:00
25144,Helsinki-NLP/opus-mt-cau-en,2020-08-19,Wed Aug 19 00:07:46 2020 +0000,0 days 00:00:00
22026,Helsinki-NLP/opus-mt-vi-ru,2020-08-19,Wed Aug 19 00:39:30 2020 +0000,0 days 00:00:00
21866,Helsinki-NLP/opus-mt-aav-en,2020-08-19,Wed Aug 19 00:05:09 2020 +0000,0 days 00:00:00
11978,Helsinki-NLP/opus-mt-euq-en,2020-08-19,Wed Aug 19 00:15:28 2020 +0000,0 days 00:00:00
17436,Helsinki-NLP/opus-mt-pqe-en,2020-08-19,Wed Aug 19 00:32:58 2020 +0000,0 days 00:00:00
28009,Helsinki-NLP/opus-mt-uk-sl,2020-08-19,Wed Aug 19 00:38:32 2020 +0000,0 days 00:00:00
1135,Helsinki-NLP/opus-mt-ca-it,2020-08-19,Wed Aug 19 00:07:36 2020 +0000,0 days 00:00:00
1656,Helsinki-NLP/opus-mt-zh-vi,2020-08-19,Wed Aug 19 00:40:32 2020 +0000,0 days 00:00:00
3919,Helsinki-NLP/opus-mt-mul-en,2020-08-19,Wed Aug 19 00:30:48 2020 +0000,0 days 00:00:00
1196,Helsinki-NLP/opus-mt-cpf-en,2020-08-19,Wed Aug 19 00:08:27 2020 +0000,0 days 00:00:00
28835,Helsinki-NLP/opus-mt-en-alv,2020-08-19,Wed Aug 19 00:10:26 2020 +0000,0 days 00:00:00
28741,Helsinki-NLP/opus-mt-grk-en,2020-08-19,Wed Aug 19 00:17:13 2020 +0000,0 days 00:00:00
3193,Helsinki-NLP/opus-mt-eu-ru,2020-08-19,Wed Aug 19 00:15:40 2020 +0000,0 days 00:00:00
1554,Helsinki-NLP/opus-mt-en-urj,2020-08-19,Wed Aug 19 00:13:30 2020 +0000,0 days 00:00:00
25552,Helsinki-NLP/opus-mt-en-itc,2020-08-19,Wed Aug 19 00:12:20 2020 +0000,0 days 00:00:00
10891,Helsinki-NLP/opus-mt-zh-nl,2020-08-19,Wed Aug 19 00:40:23 2020 +0000,0 days 00:00:00
30148,Helsinki-NLP/opus-mt-pt-ca,2020-08-19,Wed Aug 19 00:32:43 2020 +0000,0 days 00:00:00
27318,Helsinki-NLP/opus-mt-ar-tr,2020-08-19,Wed Aug 19 00:06:23 2020 +0000,0 days 00:00:00
5902,Helsinki-NLP/opus-mt-ca-uk,2020-08-19,Wed Aug 19 00:07:44 2020 +0000,0 days 00:00:00
13458,Helsinki-NLP/opus-mt-en-bat,2020-08-19,Wed Aug 19 00:10:44 2020 +0000,0 days 00:00:00
23093,Helsinki-NLP/opus-mt-lt-it,2020-08-19,Wed Aug 19 00:30:10 2020 +0000,0 days 00:00:00
13472,Helsinki-NLP/opus-mt-ar-ru,2020-08-19,Wed Aug 19 00:06:15 2020 +0000,0 days 00:00:00
30143,Helsinki-NLP/opus-mt-eo-nl,2020-08-19,Wed Aug 19 00:15:05 2020 +0000,0 days 00:00:00
24227,Helsinki-NLP/opus-mt-vi-it,2020-08-19,Wed Aug 19 00:39:21 2020 +0000,0 days 00:00:00
18637,Helsinki-NLP/opus-mt-en-vi,2020-08-19,Wed Aug 19 00:13:35 2020 +0000,0 days 00:00:00
6121,Helsinki-NLP/opus-mt-ca-nl,2020-08-19,Wed Aug 19 00:07:39 2020 +0000,0 days 00:00:00
20900,Helsinki-NLP/opus-mt-ru-uk,2020-08-19,Wed Aug 19 00:34:28 2020 +0000,0 days 00:00:00
13666,Helsinki-NLP/opus-mt-it-bg,2020-08-19,Wed Aug 19 00:18:47 2020 +0000,0 days 00:00:00
7910,Helsinki-NLP/opus-mt-en-tut,2020-08-19,Wed Aug 19 00:13:21 2020 +0000,0 days 00:00:00
19169,Helsinki-NLP/opus-mt-eo-af,2020-08-19,Wed Aug 19 00:13:56 2020 +0000,0 days 00:00:00
23893,Helsinki-NLP/opus-mt-ka-ru,2020-08-19,Wed Aug 19 00:29:43 2020 +0000,0 days 00:00:00
15149,Helsinki-NLP/opus-mt-lv-ru,2020-08-19,Wed Aug 19 00:30:05 2020 +0000,0 days 00:00:00
24730,Helsinki-NLP/opus-mt-ine-en,2020-08-19,Wed Aug 19 00:18:13 2020 +0000,0 days 00:00:00
23997,Helsinki-NLP/opus-mt-bg-tr,2020-08-19,Wed Aug 19 00:07:21 2020 +0000,0 days 00:00:00
7142,Helsinki-NLP/opus-mt-it-ms,2020-08-19,Wed Aug 19 00:28:14 2020 +0000,0 days 00:00:00
1740,Helsinki-NLP/opus-mt-cs-eo,2020-08-19,Wed Aug 19 00:08:04 2020 +0000,0 days 00:00:00
8225,Helsinki-NLP/opus-mt-ru-no,2020-08-19,Wed Aug 19 00:34:19 2020 +0000,0 days 00:00:00
15139,Helsinki-NLP/opus-mt-sal-en,2020-08-19,Wed Aug 19 00:34:34 2020 +0000,0 days 00:00:00
17437,Helsinki-NLP/opus-mt-cus-en,2020-08-19,Wed Aug 19 00:08:34 2020 +0000,0 days 00:00:00
8595,Helsinki-NLP/opus-mt-nl-af,2020-08-19,Wed Aug 19 00:30:56 2020 +0000,0 days 00:00:00
1095,Helsinki-NLP/opus-mt-da-no,2020-08-19,Wed Aug 19 00:08:57 2020 +0000,0 days 00:00:00
485,Helsinki-NLP/opus-mt-bnt-en,2020-08-19,Wed Aug 19 00:06:45 2020 +0000,0 days 00:00:00
28395,Helsinki-NLP/opus-mt-afa-en,2020-08-19,Wed Aug 19 00:05:15 2020 +0000,0 days 00:00:00
2162,Helsinki-NLP/opus-mt-sh-eo,2020-08-19,Wed Aug 19 00:17:15 2020 +0000,0 days 00:00:00
9015,Helsinki-NLP/opus-mt-en-map,2020-08-19,Wed Aug 19 00:12:28 2020 +0000,0 days 00:00:00
28207,Helsinki-NLP/opus-mt-da-eo,2020-08-19,Wed Aug 19 00:08:37 2020 +0000,0 days 00:00:00
6187,Helsinki-NLP/opus-mt-tr-uk,2020-08-19,Wed Aug 19 00:36:53 2020 +0000,0 days 00:00:00
30331,Helsinki-NLP/opus-mt-en-nic,2020-08-19,Wed Aug 19 00:12:39 2020 +0000,0 days 00:00:00
7433,Helsinki-NLP/opus-mt-ja-sh,2020-08-19,Wed Aug 19 00:28:50 2020 +0000,0 days 00:00:00
16298,Helsinki-NLP/opus-mt-cs-uk,2020-08-19,Wed Aug 19 00:08:24 2020 +0000,0 days 00:00:00
2859,Helsinki-NLP/opus-mt-uk-he,2020-08-19,Wed Aug 19 00:37:26 2020 +0000,0 days 00:00:00
15071,Helsinki-NLP/opus-mt-en-gmq,2020-08-19,Wed Aug 19 00:11:52 2020 +0000,0 days 00:00:00
1716,Helsinki-NLP/opus-mt-de-uk,2020-08-19,Wed Aug 19 00:09:46 2020 +0000,0 days 00:00:00
28944,Helsinki-NLP/opus-mt-en-dra,2020-08-19,Wed Aug 19 00:11:19 2020 +0000,0 days 00:00:00
856,Helsinki-NLP/opus-mt-itc-en,2020-08-19,Wed Aug 19 00:28:37 2020 +0000,0 days 00:00:00
294,Helsinki-NLP/opus-mt-de-bg,2020-08-19,Wed Aug 19 00:09:26 2020 +0000,0 days 00:00:00
11707,Helsinki-NLP/opus-mt-en-fiu,2020-08-19,Wed Aug 19 00:11:33 2020 +0000,0 days 00:00:00
2943,Helsinki-NLP/opus-mt-ru-sl,2020-08-19,Wed Aug 19 00:34:22 2020 +0000,0 days 00:00:00
20829,Helsinki-NLP/opus-mt-el-eo,2020-08-19,Wed Aug 19 00:10:16 2020 +0000,0 days 00:00:00
22028,Helsinki-NLP/opus-mt-eu-de,2020-08-19,Wed Aug 19 00:15:37 2020 +0000,0 days 00:00:00
18177,Helsinki-NLP/opus-mt-it-uk,2020-08-19,Wed Aug 19 00:28:23 2020 +0000,0 days 00:00:00
24461,Helsinki-NLP/opus-mt-zh-en,2020-08-19,Wed Aug 19 00:39:51 2020 +0000,0 days 00:00:00
17740,Helsinki-NLP/opus-mt-no-no,2020-08-19,Wed Aug 19 00:31:45 2020 +0000,0 days 00:00:00
14969,Helsinki-NLP/opus-mt-gmq-en,2020-08-19,Wed Aug 19 00:17:07 2020 +0000,0 days 00:00:00
3356,Helsinki-NLP/opus-mt-vi-es,2020-08-19,Wed Aug 19 00:39:33 2020 +0000,0 days 00:00:00
30288,Helsinki-NLP/opus-mt-en-sit,2020-08-19,Wed Aug 19 00:13:10 2020 +0000,0 days 00:00:00
21336,Helsinki-NLP/opus-mt-nl-ca,2020-08-19,Wed Aug 19 00:31:01 2020 +0000,0 days 00:00:00
9462,Helsinki-NLP/opus-mt-trk-en,2020-08-19,Wed Aug 19 00:36:37 2020 +0000,0 days 00:00:00
7279,Helsinki-NLP/opus-mt-it-ca,2020-08-19,Wed Aug 19 00:18:57 2020 +0000,0 days 00:00:00
9458,Helsinki-NLP/opus-mt-el-ar,2020-08-19,Wed Aug 19 00:10:12 2020 +0000,0 days 00:00:00
15374,Helsinki-NLP/opus-mt-en-cpf,2020-08-19,Wed Aug 19 00:11:01 2020 +0000,0 days 00:00:00
13510,Helsinki-NLP/opus-mt-ru-hy,2020-08-19,Wed Aug 19 00:34:05 2020 +0000,0 days 00:00:00
23105,Helsinki-NLP/opus-mt-ar-he,2020-08-19,Wed Aug 19 00:06:04 2020 +0000,0 days 00:00:00
21139,Helsinki-NLP/opus-mt-eo-pt,2020-08-19,Wed Aug 19 00:15:11 2020 +0000,0 days 00:00:00
21862,Helsinki-NLP/opus-mt-en-zlw,2020-08-19,Wed Aug 19 00:13:53 2020 +0000,0 days 00:00:00
14196,Helsinki-NLP/opus-mt-uk-bg,2020-08-19,Wed Aug 19 00:36:57 2020 +0000,0 days 00:00:00
7257,Helsinki-NLP/opus-mt-nl-no,2020-08-19,Wed Aug 19 00:31:06 2020 +0000,0 days 00:00:00
23002,Helsinki-NLP/opus-mt-tr-lt,2020-08-19,Wed Aug 19 00:36:49 2020 +0000,0 days 00:00:00
12346,Helsinki-NLP/opus-mt-no-nl,2020-08-19,Wed Aug 19 00:31:41 2020 +0000,0 days 00:00:00
17885,Helsinki-NLP/opus-mt-ar-es,2020-08-19,Wed Aug 19 00:06:19 2020 +0000,0 days 00:00:00
15192,Helsinki-NLP/opus-mt-ro-eo,2020-08-19,Wed Aug 19 00:33:02 2020 +0000,0 days 00:00:00
19916,Helsinki-NLP/opus-mt-eo-pl,2020-08-19,Wed Aug 19 00:15:08 2020 +0000,0 days 00:00:00
19827,Helsinki-NLP/opus-mt-sla-en,2020-08-19,Wed Aug 19 00:34:41 2020 +0000,0 days 00:00:00
22269,Helsinki-NLP/opus-mt-ar-pl,2020-08-19,Wed Aug 19 00:06:12 2020 +0000,0 days 00:00:00
15345,Helsinki-NLP/opus-mt-tl-es,2020-08-19,Wed Aug 19 00:36:15 2020 +0000,0 days 00:00:00
1381,Helsinki-NLP/opus-mt-en-mkh,2020-08-19,Wed Aug 19 00:12:31 2020 +0000,0 days 00:00:00
1896,Helsinki-NLP/opus-mt-sh-uk,2020-08-19,Wed Aug 19 00:17:36 2020 +0000,0 days 00:00:00
26758,Helsinki-NLP/opus-mt-en-cpp,2020-08-19,Wed Aug 19 00:11:03 2020 +0000,0 days 00:00:00
5301,Helsinki-NLP/opus-mt-ru-da,2020-08-19,Wed Aug 19 00:33:43 2020 +0000,0 days 00:00:00
12423,Helsinki-NLP/opus-mt-no-es,2020-08-19,Wed Aug 19 00:32:03 2020 +0000,0 days 00:00:00
3930,Helsinki-NLP/opus-mt-fiu-en,2020-08-19,Wed Aug 19 00:15:56 2020 +0000,0 days 00:00:00
8232,Helsinki-NLP/opus-mt-ja-he,2020-08-19,Wed Aug 19 00:28:58 2020 +0000,0 days 00:00:00
15401,Helsinki-NLP/opus-mt-no-uk,2020-08-19,Wed Aug 19 00:32:08 2020 +0000,0 days 00:00:00
24100,Helsinki-NLP/opus-mt-tl-pt,2020-08-19,Wed Aug 19 00:36:11 2020 +0000,0 days 00:00:00
15321,Helsinki-NLP/opus-mt-fr-ms,2020-08-19,Wed Aug 19 00:16:26 2020 +0000,0 days 00:00:01
12334,Helsinki-NLP/opus-mt-ko-fr,2020-08-19,Wed Aug 19 00:29:51 2020 +0000,0 days 00:00:00
15324,Helsinki-NLP/opus-mt-eo-ro,2020-08-19,Wed Aug 19 00:15:16 2020 +0000,0 days 00:00:00
3101,Helsinki-NLP/opus-mt-vi-fr,2020-08-19,Wed Aug 19 00:39:18 2020 +0000,0 days 00:00:00
22273,Helsinki-NLP/opus-mt-ccs-en,2020-08-19,Wed Aug 19 00:07:51 2020 +0000,0 days 00:00:00
15669,Helsinki-NLP/opus-mt-hu-eo,2020-08-19,Wed Aug 19 00:17:48 2020 +0000,0 days 00:00:00
7234,Helsinki-NLP/opus-mt-zh-sv,2020-08-19,Wed Aug 19 00:40:26 2020 +0000,0 days 00:00:00
13585,Helsinki-NLP/opus-mt-en-hi,2020-08-19,Wed Aug 19 00:12:03 2020 +0000,0 days 00:00:00
14557,Helsinki-NLP/opus-mt-is-eo,2020-08-19,Wed Aug 19 00:18:22 2020 +0000,0 days 00:00:00
3018,Helsinki-NLP/opus-mt-es-ar,2020-08-19,Wed Aug 19 00:34:58 2020 +0000,0 days 00:00:00
22128,Helsinki-NLP/opus-mt-ja-tr,2020-08-19,Wed Aug 19 00:29:28 2020 +0000,0 days 00:00:00
28258,Helsinki-NLP/opus-mt-hi-ur,2020-08-19,Wed Aug 19 00:17:46 2020 +0000,0 days 00:00:00
30690,Helsinki-NLP/opus-mt-az-es,2020-08-19,Wed Aug 19 00:06:31 2020 +0000,0 days 00:00:00
12074,Helsinki-NLP/opus-mt-en-phi,2020-08-19,Wed Aug 19 00:12:42 2020 +0000,0 days 00:00:00
9328,Helsinki-NLP/opus-mt-en-mul,2020-08-19,Wed Aug 19 00:12:35 2020 +0000,0 days 00:00:00
29780,Helsinki-NLP/opus-mt-en-pqe,2020-08-19,Wed Aug 19 00:12:49 2020 +0000,0 days 00:00:00
7344,Helsinki-NLP/opus-mt-tr-eo,2020-08-19,Wed Aug 19 00:36:47 2020 +0000,0 days 00:00:00
9317,Helsinki-NLP/opus-mt-ja-pt,2020-08-19,Wed Aug 19 00:29:20 2020 +0000,0 days 00:00:00
9306,Helsinki-NLP/opus-mt-no-da,2020-08-19,Wed Aug 19 00:31:11 2020 +0000,0 days 00:00:00
3310,Helsinki-NLP/opus-mt-ja-ru,2020-08-19,Wed Aug 19 00:29:23 2020 +0000,0 days 00:00:00
19875,Helsinki-NLP/opus-mt-en-aav,2020-08-19,Wed Aug 19 00:10:18 2020 +0000,0 days 00:00:00
21839,Helsinki-NLP/opus-mt-az-tr,2020-08-19,Wed Aug 19 00:06:34 2020 +0000,0 days 00:00:00
13405,Helsinki-NLP/opus-mt-es-no,2020-08-19,Wed Aug 19 00:35:27 2020 +0000,0 days 00:00:00
25334,Helsinki-NLP/opus-mt-iir-en,2020-08-19,Wed Aug 19 00:17:56 2020 +0000,0 days 00:00:00
2151,Helsinki-NLP/opus-mt-he-eo,2020-08-19,Wed Aug 19 00:17:41 2020 +0000,0 days 00:00:00
6688,Helsinki-NLP/opus-mt-en-zls,2020-08-19,Wed Aug 19 00:13:50 2020 +0000,0 days 00:00:00
21298,Helsinki-NLP/opus-mt-de-no,2020-08-19,Wed Aug 19 00:09:40 2020 +0000,0 days 00:00:00
15473,Helsinki-NLP/opus-mt-ru-eu,2020-08-19,Wed Aug 19 00:33:52 2020 +0000,0 days 00:00:00
18058,Helsinki-NLP/opus-mt-no-sv,2020-08-19,Wed Aug 19 00:32:06 2020 +0000,0 days 00:00:00
18160,Helsinki-NLP/opus-mt-pt-gl,2020-08-19,Wed Aug 19 00:32:47 2020 +0000,0 days 00:00:00
15528,Helsinki-NLP/opus-mt-ca-pt,2020-08-19,Wed Aug 19 00:07:41 2020 +0000,0 days 00:00:00
24038,Helsinki-NLP/opus-mt-en-poz,2020-08-19,Wed Aug 19 00:12:45 2020 +0000,0 days 00:00:00
25717,Helsinki-NLP/opus-mt-en-zle,2020-08-19,Wed Aug 19 00:13:46 2020 +0000,0 days 00:00:00
25748,Helsinki-NLP/opus-mt-de-ar,2020-08-19,Wed Aug 19 00:09:05 2020 +0000,0 days 00:00:00
15282,Helsinki-NLP/opus-mt-uk-ru,2020-08-19,Wed Aug 19 00:38:29 2020 +0000,0 days 00:00:00
5209,Helsinki-NLP/opus-mt-nl-uk,2020-08-19,Wed Aug 19 00:31:08 2020 +0000,0 days 00:00:00
16595,Helsinki-NLP/opus-mt-en-gem,2020-08-19,Wed Aug 19 00:11:37 2020 +0000,0 days 00:00:00
25766,Helsinki-NLP/opus-mt-inc-en,2020-08-19,Wed Aug 19 00:18:11 2020 +0000,0 days 00:00:00
15303,Helsinki-NLP/opus-mt-ru-eo,2020-08-19,Wed Aug 19 00:33:46 2020 +0000,0 days 00:00:00
10905,Helsinki-NLP/opus-mt-sl-ru,2020-08-19,Wed Aug 19 00:34:45 2020 +0000,0 days 00:00:00
3170,Helsinki-NLP/opus-mt-af-ru,2020-08-19,Wed Aug 19 00:05:32 2020 +0000,0 days 00:00:00
7315,Helsinki-NLP/opus-mt-zh-fi,2020-08-19,Wed Aug 19 00:39:54 2020 +0000,0 days 00:00:00
22227,Helsinki-NLP/opus-mt-zle-en,2020-08-19,Wed Aug 19 00:40:38 2020 +0000,0 days 00:00:00
25882,Helsinki-NLP/opus-mt-eo-fi,2020-08-19,Wed Aug 19 00:14:34 2020 +0000,0 days 00:00:00
3181,Helsinki-NLP/opus-mt-fr-ar,2020-08-19,Wed Aug 19 00:16:01 2020 +0000,0 days 00:00:00
11706,Helsinki-NLP/opus-mt-de-eu,2020-08-19,Wed Aug 19 00:09:31 2020 +0000,0 days 00:00:00
27918,Rostlab/prot_bert,2020-08-20,Fri Dec 11 22:30:07 2020 +0100,113 days 06:43:25
14699,Rostlab/prot_bert_bfd,2020-08-20,Fri Dec 11 22:30:10 2020 +0100,113 days 06:53:14
