,model_name,init_time,readme_time,init_readme_diff
11613,neuraly/bert-base-italian-cased-sentiment,2020-07-16,Fri Dec 11 22:57:46 2020 +0100,148 days 06:28:06
15924,sampathkethineedi/industry-classification,2020-07-16,Thu Jul 16 11:00:52 2020 +0000,0 days 00:00:00
26986,jannesg/takalane_tsn_roberta,2020-07-16,Fri Dec 11 22:46:39 2020 +0100,148 days 05:56:35
9751,jannesg/takalane_sot_roberta,2020-07-16,Fri Dec 11 22:46:32 2020 +0100,148 days 05:58:25
1603,yuvraj/summarizer-cnndm,2020-07-17,Fri Dec 11 23:04:58 2020 +0100,147 days 14:27:32
15006,yuvraj/xSumm,2020-07-17,Fri Dec 11 23:05:01 2020 +0100,147 days 13:23:59
18918,monsoon-nlp/bangla-electra,2020-07-17,Fri Jul 17 22:35:40 2020 +0000,0 days 00:00:02
7008,akhooli/gpt2-small-arabic,2020-07-18,Fri Dec 11 22:32:00 2020 +0100,146 days 08:31:28
22583,monsoon-nlp/tamillion,2020-07-18,Sat Jul 18 15:47:09 2020 +0000,0 days 00:00:02
18938,Vamsi/T5_Paraphrase_Paws,2020-07-18,Fri Dec 11 22:30:48 2020 +0100,146 days 07:38:26
21749,aliosm/ComVE-gpt2-medium,2020-07-18,Tue Jul 21 19:54:01 2020 +0000,3 days 08:19:53
25153,aliosm/ComVE-gpt2,2020-07-18,Fri Dec 11 22:32:33 2020 +0100,146 days 09:53:18
23223,aliosm/ComVE-distilgpt2,2020-07-18,Fri Dec 11 22:32:23 2020 +0100,146 days 09:52:36
15648,aliosm/ComVE-gpt2-large,2020-07-18,Fri Dec 11 22:32:27 2020 +0100,146 days 09:52:26
23108,mrm8488/t5-base-finetuned-wikiSQL-sql-to-en,2020-07-18,Fri Dec 11 22:56:17 2020 +0100,146 days 10:37:34
10139,beomi/kcbert-base,2020-07-19,Wed Jul 20 01:56:19 2022 +0000,730 days 22:37:14
6019,mrm8488/mobilebert-uncased-finetuned-squadv2,2020-07-20,Fri Dec 11 22:54:44 2020 +0100,143 days 23:28:16
28296,deepset/minilm-uncased-squad2,2020-07-20,Fri Dec 11 22:38:04 2020 +0100,144 days 07:24:34
11243,mrm8488/mobilebert-uncased-finetuned-squadv1,2020-07-20,Fri Dec 11 22:54:41 2020 +0100,143 days 23:19:47
25490,huggingtweets/l2k,2020-07-21,Tue Jul 21 05:10:00 2020 +0000,0 days 00:00:07
17016,huggingtweets/julien_c,2020-07-21,Tue Jul 21 22:06:53 2020 +0000,0 days 00:01:05
5236,huggingtweets/clementdelangue,2020-07-21,Tue Jul 21 22:54:27 2020 +0000,0 days 00:00:18
9658,huggingtweets/lavanyaai,2020-07-21,Tue Jul 21 18:45:30 2020 +0000,0 days 00:00:08
4937,huggingtweets/borisdayma,2020-07-21,Tue Jul 21 18:35:42 2020 +0000,0 days 00:00:08
340,csarron/mobilebert-uncased-squad-v1,2020-07-22,Fri Dec 11 22:36:24 2020 +0100,142 days 03:48:22
12131,T-Systems-onsite/bert-german-dbmdz-uncased-sentence-stsb,2020-07-22,Fri Dec 11 22:30:23 2020 +0100,142 days 01:10:13
11063,csarron/bert-base-uncased-squad-v1,2020-07-22,Fri Dec 11 22:36:21 2020 +0100,142 days 01:30:13
19971,csarron/mobilebert-uncased-squad-v2,2020-07-22,Fri Dec 11 22:36:27 2020 +0100,142 days 04:13:16
845,amine/bert-base-5lang-cased,2020-07-22,Fri Dec 11 22:33:41 2020 +0100,142 days 11:01:14
3944,unideeplearning/polibert_sa,2020-07-22,Fri Dec 11 23:03:11 2020 +0100,142 days 05:12:01
27516,VictorSanh/roberta-base-finetuned-yelp-polarity,2020-07-23,Fri Dec 11 22:30:51 2020 +0100,141 days 05:48:05
20082,csarron/roberta-base-squad-v1,2020-07-23,Fri Dec 11 22:36:31 2020 +0100,141 days 18:19:01
29770,rdenadai/BR_BERTo,2020-07-24,Fri Dec 11 23:00:08 2020 +0100,140 days 07:52:34
14609,lordtt13/emo-mobilebert,2020-07-25,Fri Dec 11 22:49:42 2020 +0100,139 days 12:58:40
10795,mrm8488/gpt2-finetuned-recipes-cooking,2020-07-25,Fri Dec 11 22:54:20 2020 +0100,139 days 15:09:24
25026,mrm8488/t5-small-finetuned-quora-for-paraphrasing,2020-07-25,Fri Dec 11 22:56:30 2020 +0100,139 days 11:40:45
10152,etalab-ia/camembert-base-squadFR-fquad-piaf,2020-07-26,Fri Dec 11 22:39:17 2020 +0100,138 days 07:42:37
19901,johngiorgi/declutr-base,2020-07-26,Sun Jul 26 02:52:43 2020 +0000,0 days 00:00:02
1591,microsoft/xprophetnet-large-wiki100-cased,2020-07-27,Fri Dec 11 22:51:18 2020 +0100,137 days 12:21:32
19124,mrm8488/gpt2-finetuned-recipes-cooking_v2,2020-07-27,Fri Dec 11 22:54:24 2020 +0100,137 days 00:24:15
6764,microsoft/prophetnet-large-uncased,2020-07-27,Fri Dec 11 22:51:06 2020 +0100,137 days 13:45:15
27011,microsoft/prophetnet-large-uncased-cnndm,2020-07-28,Fri Dec 11 22:51:00 2020 +0100,136 days 15:25:47
1409,anonymous-german-nlp/german-gpt2,2020-07-28,Tue Jul 28 11:47:59 2020 +0000,0 days 00:08:14
975,m3hrdadfi/albert-fa-base-v2-clf-persiannews,2020-07-29,Sat Dec 26 08:31:04 2020 +0000,149 days 11:47:26
5085,mrm8488/mobilebert-finetuned-ner,2020-07-29,Sat Jan 30 11:42:05 2021 +0000,185 days 00:34:05
15962,m3hrdadfi/albert-fa-base-v2-ner-peyma,2020-07-29,Sat Dec 26 08:36:20 2020 +0000,149 days 12:06:09
27834,joeddav/bart-large-mnli-yahoo-answers,2020-07-29,Fri Dec 11 22:47:41 2020 +0100,135 days 07:14:21
6436,m3hrdadfi/albert-fa-base-v2-ner-arman,2020-07-29,Sat Dec 26 08:33:15 2020 +0000,149 days 12:01:53
4000,m3hrdadfi/albert-fa-base-v2-sentiment-deepsentipers-binary,2020-07-29,Sat Dec 26 08:42:08 2020 +0000,149 days 12:08:03
9452,m3hrdadfi/albert-fa-base-v2-sentiment-deepsentipers-multi,2020-07-29,Sat Dec 26 08:42:15 2020 +0000,149 days 12:07:09
2270,m3hrdadfi/albert-fa-base-v2,2020-07-29,Fri Dec 11 22:50:13 2020 +0100,135 days 01:22:13
27307,m3hrdadfi/albert-fa-base-v2-sentiment-multi,2020-07-29,Sat Dec 26 08:46:20 2020 +0000,149 days 12:05:09
27567,m3hrdadfi/albert-fa-base-v2-sentiment-digikala,2020-07-29,Sat Dec 26 08:48:33 2020 +0000,149 days 12:11:32
10570,m3hrdadfi/albert-fa-base-v2-sentiment-snappfood,2020-07-29,Sat Dec 26 08:49:28 2020 +0000,149 days 12:11:35
3266,mrm8488/mobilebert-finetuned-pos,2020-07-29,Sat Jan 30 11:34:05 2021 +0000,184 days 22:52:42
19979,deepset/xlm-roberta-large-squad2,2020-07-29,Fri Dec 11 22:38:25 2020 +0100,135 days 12:27:39
29498,m3hrdadfi/albert-fa-base-v2-sentiment-binary,2020-07-29,Sat Dec 26 08:41:50 2020 +0000,149 days 12:01:26
8500,dbmdz/bert-base-french-europeana-cased,2020-07-30,Mon Sep 13 21:03:24 2021 +0000,410 days 12:34:12
27278,huggingtweets/thom_wolf,2020-07-30,Thu Jul 30 21:22:17 2020 +0000,0 days 00:00:03
11051,akhooli/gpt2-small-arabic-poetry,2020-08-03,Fri Dec 11 22:31:56 2020 +0100,130 days 03:25:22
4279,bewgle/bart-large-mnli-bewgle,2020-08-03,Mon Aug 3 11:51:09 2020 +0000,0 days 00:00:01
17425,dlb/electra-base-portuguese-uncased-brwac,2020-08-03,Fri Dec 10 12:30:27 2021 +0000,493 days 14:27:43
25156,antoiloui/belgpt2,2020-08-04,Fri Dec 11 22:33:44 2020 +0100,129 days 03:12:40
20057,mrm8488/t5-base-finetuned-question-generation-ap,2020-08-05,Fri Dec 11 22:56:00 2020 +0100,128 days 02:02:16
258,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract-fulltext,2020-08-06,Sat Aug 8 17:11:12 2020 +0000,2 days 03:23:26
6176,microsoft/BiomedNLP-PubMedBERT-base-uncased-abstract,2020-08-06,Sat Aug 8 17:02:21 2020 +0000,2 days 03:15:25
29848,sentence-transformers/roberta-base-nli-stsb-mean-tokens,2020-08-06,Wed Jun 23 08:22:38 2021 +0200,320 days 20:39:24
7487,sentence-transformers/distilbert-base-nli-stsb-quora-ranking,2020-08-06,Tue Jun 22 21:49:40 2021 +0200,320 days 11:02:34
7652,sentence-transformers/distilbert-base-nli-stsb-mean-tokens,2020-08-06,Fri May 14 11:14:05 2021 +0000,281 days 01:47:27
17712,sentence-transformers/roberta-large-nli-stsb-mean-tokens,2020-08-06,Wed Jun 23 08:27:34 2021 +0200,320 days 20:48:47
19024,sarahlintang/IndoBERT,2020-08-07,Fri Dec 11 23:01:08 2020 +0100,126 days 05:10:19
17388,rohanrajpal/bert-base-codemixed-uncased-sentiment,2020-08-07,Fri Dec 11 23:00:19 2020 +0100,126 days 11:01:52
25278,Helsinki-NLP/opus-mt-sem-sem,2020-08-08,Mon Aug 17 21:52:32 2020 +0000,8 days 23:52:41
24231,google/pegasus-cnn_dailymail,2020-08-08,Tue Aug 18 01:41:24 2020 +0000,9 days 02:46:43
3983,google/pegasus-wikihow,2020-08-08,Tue Aug 18 01:41:28 2020 +0000,9 days 02:44:54
16395,unicamp-dl/ptt5-base-portuguese-vocab,2020-08-08,Thu Aug 20 03:31:17 2020 +0000,11 days 08:51:19
1756,unicamp-dl/ptt5-large-portuguese-vocab,2020-08-08,Thu Aug 20 03:31:26 2020 +0000,11 days 08:51:10
7737,unicamp-dl/ptt5-small-t5-vocab,2020-08-08,Thu Aug 20 03:31:39 2020 +0000,11 days 08:53:09
13196,google/pegasus-multi_news,2020-08-08,Tue Aug 18 01:41:26 2020 +0000,9 days 02:45:57
8342,mys/electra-base-turkish-cased-ner,2020-08-08,Fri Dec 11 22:56:51 2020 +0100,125 days 05:37:12
13594,google/pegasus-large,2020-08-08,Tue Aug 18 01:41:30 2020 +0000,9 days 02:51:47
15616,google/pegasus-gigaword,2020-08-08,Tue Aug 18 01:41:25 2020 +0000,9 days 02:46:22
13078,google/pegasus-reddit_tifu,2020-08-08,Tue Aug 18 01:41:28 2020 +0000,9 days 02:45:05
11098,google/pegasus-pubmed,2020-08-08,Tue Aug 18 01:41:39 2020 +0000,9 days 02:36:57
6526,Helsinki-NLP/opus-mt-ine-ine,2020-08-08,Mon Aug 17 21:52:31 2020 +0000,9 days 07:56:35
14734,unicamp-dl/ptt5-large-t5-vocab,2020-08-08,Sun Aug 16 05:21:59 2020 +0000,7 days 10:42:44
26905,Helsinki-NLP/opus-mt-inc-inc,2020-08-08,Mon Aug 17 21:52:31 2020 +0000,9 days 07:57:02
25382,Helsinki-NLP/opus-mt-sla-sla,2020-08-08,Mon Aug 17 21:52:32 2020 +0000,8 days 23:51:47
11320,google/pegasus-newsroom,2020-08-08,Tue Aug 18 01:41:26 2020 +0000,9 days 02:45:42
23905,Helsinki-NLP/opus-mt-afa-afa,2020-08-08,Mon Aug 17 21:52:29 2020 +0000,9 days 08:11:53
21140,Helsinki-NLP/opus-mt-zlw-zlw,2020-08-08,Mon Aug 17 21:52:33 2020 +0000,8 days 23:09:36
29697,rohanrajpal/bert-base-multilingual-codemixed-cased-sentiment,2020-08-08,Fri Dec 11 23:00:28 2020 +0100,125 days 07:24:53
5172,Helsinki-NLP/opus-mt-fiu-fiu,2020-08-08,Mon Aug 17 21:52:31 2020 +0000,9 days 08:03:10
9590,Helsinki-NLP/opus-mt-zls-zls,2020-08-08,Mon Aug 17 21:52:33 2020 +0000,8 days 23:09:43
2827,google/pegasus-arxiv,2020-08-08,Tue Aug 18 01:40:28 2020 +0000,9 days 02:46:39
12863,Helsinki-NLP/opus-mt-urj-urj,2020-08-08,Mon Aug 17 21:52:33 2020 +0000,8 days 23:10:32
19384,Helsinki-NLP/opus-mt-gmq-gmq,2020-08-08,Mon Aug 17 21:52:31 2020 +0000,9 days 08:00:12
21184,Helsinki-NLP/opus-mt-itc-itc,2020-08-08,Mon Aug 17 21:52:32 2020 +0000,9 days 07:53:23
16847,google/pegasus-billsum,2020-08-08,Tue Aug 18 01:41:24 2020 +0000,9 days 02:47:00
22859,Helsinki-NLP/opus-mt-gmw-gmw,2020-08-08,Mon Aug 17 21:52:31 2020 +0000,9 days 08:00:02
16363,Helsinki-NLP/opus-mt-zle-zle,2020-08-08,Mon Aug 17 21:52:33 2020 +0000,8 days 23:09:44
12199,unicamp-dl/ptt5-small-portuguese-vocab,2020-08-08,Thu Aug 20 03:31:35 2020 +0000,11 days 08:51:54
2155,Helsinki-NLP/opus-mt-cpp-cpp,2020-08-08,Mon Aug 17 21:52:29 2020 +0000,9 days 08:09:47
15590,google/pegasus-xsum,2020-08-08,Sun Aug 9 04:12:41 2020 +0000,0 days 05:15:49
23026,Helsinki-NLP/opus-mt-gem-gem,2020-08-08,Mon Aug 17 21:52:31 2020 +0000,9 days 08:01:21
30181,google/pegasus-aeslc,2020-08-08,Tue Aug 18 01:41:23 2020 +0000,9 days 02:47:23
461,Helsinki-NLP/opus-mt-iir-iir,2020-08-08,Mon Aug 17 21:52:31 2020 +0000,9 days 07:57:33
1289,unicamp-dl/ptt5-base-t5-vocab,2020-08-08,Sat Aug 15 22:02:38 2020 +0000,7 days 03:23:46
28645,cedpsam/chatbot_fr,2020-08-10,Fri Dec 11 22:35:32 2020 +0100,123 days 08:57:40
7106,mrm8488/t5-base-finetuned-e2m-intent,2020-08-10,Fri Dec 11 22:55:39 2020 +0100,122 days 23:26:19
26576,facebook/blenderbot-90M,2020-08-11,Thu Oct 29 21:50:44 2020 +0000,79 days 08:49:42
9611,facebook/blenderbot-3B,2020-08-11,Fri Sep 25 18:04:24 2020 +0000,45 days 05:02:03
4048,prajjwal1/bert-small,2020-08-13,Thu Aug 13 06:47:15 2020 +0000,0 days 00:00:01
28433,prajjwal1/bert-medium,2020-08-13,Thu Aug 13 06:48:48 2020 +0000,0 days 00:00:02
16935,prajjwal1/bert-tiny,2020-08-13,Thu Aug 13 06:48:28 2020 +0000,0 days 00:00:01
10282,prajjwal1/bert-mini,2020-08-13,Thu Aug 13 06:49:26 2020 +0000,0 days 00:00:02
7209,ishan/distilbert-base-uncased-mnli,2020-08-14,Fri Aug 14 08:31:32 2020 +0000,0 days 01:23:30
12008,ishan/bert-base-uncased-mnli,2020-08-14,Fri Aug 14 08:44:49 2020 +0000,0 days 01:40:38
28725,german-nlp-group/electra-base-german-uncased,2020-08-14,Fri Dec 11 22:41:01 2020 +0100,119 days 04:28:00
6760,Geotrend/bert-base-15lang-cased,2020-08-15,Fri Dec 11 22:26:44 2020 +0100,118 days 07:15:16
25919,Geotrend/bert-base-en-ur-cased,2020-08-16,Fri Dec 11 22:27:38 2020 +0100,117 days 05:34:59
7875,Geotrend/bert-base-en-tr-cased,2020-08-16,Fri Dec 11 22:27:35 2020 +0100,117 days 05:49:51
24761,Geotrend/bert-base-en-zh-cased,2020-08-16,Fri Dec 11 22:27:45 2020 +0100,117 days 05:44:25
27621,mrm8488/t5-base-finetuned-break_data-question-retrieval,2020-08-16,Fri Dec 11 22:55:29 2020 +0100,117 days 06:29:55
22213,Geotrend/bert-base-en-bg-cased,2020-08-16,Fri Dec 11 22:27:03 2020 +0100,117 days 05:52:23
20754,Geotrend/bert-base-en-fr-cased,2020-08-16,Fri Dec 11 22:27:19 2020 +0100,117 days 10:09:34
27703,Geotrend/bert-base-en-th-cased,2020-08-16,Fri Dec 11 22:27:32 2020 +0100,117 days 05:45:26
19126,Geotrend/bert-base-en-ru-cased,2020-08-16,Fri Dec 11 22:27:26 2020 +0100,117 days 05:50:51
19202,Geotrend/bert-base-en-es-cased,2020-08-16,Fri Dec 11 22:27:16 2020 +0100,117 days 05:58:36
6772,Geotrend/bert-base-en-de-cased,2020-08-16,Fri Dec 11 22:27:09 2020 +0100,117 days 05:56:52
3917,mrm8488/t5-base-finetuned-break_data,2020-08-16,Fri Dec 11 22:55:33 2020 +0100,117 days 09:12:49
15579,Geotrend/bert-base-en-vi-cased,2020-08-16,Fri Dec 11 22:27:41 2020 +0100,117 days 05:46:42
15391,Geotrend/bert-base-en-sw-cased,2020-08-16,Fri Dec 11 22:27:29 2020 +0100,117 days 05:36:04
23262,Geotrend/bert-base-en-el-cased,2020-08-16,Fri Dec 11 22:27:12 2020 +0100,117 days 05:53:32
17366,Geotrend/bert-base-en-hi-cased,2020-08-16,Fri Dec 11 22:27:22 2020 +0100,117 days 05:40:15
21671,Geotrend/bert-base-en-ar-cased,2020-08-16,Fri Dec 11 22:27:00 2020 +0100,117 days 05:47:05
13958,monsoon-nlp/hindi-tpu-electra,2020-08-16,Sun Aug 16 14:25:43 2020 +0000,0 days 00:00:02
29288,urduhack/roberta-urdu-small,2020-08-17,Fri Dec 11 23:03:14 2020 +0100,116 days 11:43:00
19103,paulowoicho/t5-podcast-summarisation,2020-08-17,Mon Aug 17 14:34:50 2020 +0000,0 days 01:26:02
23162,Geotrend/bert-base-en-cased,2020-08-17,Fri Dec 11 22:27:06 2020 +0100,116 days 04:33:00
30617,jimregan/BERTreach,2020-08-17,Fri Dec 11 22:47:38 2020 +0100,116 days 03:21:56
11297,Helsinki-NLP/opus-mt-roa-en,2020-08-18,Tue Aug 18 15:15:39 2020 +0000,0 days 00:00:00
15130,Helsinki-NLP/opus-mt-en-roa,2020-08-18,Tue Aug 18 15:16:04 2020 +0000,0 days 00:00:00
26975,Helsinki-NLP/opus-mt-ja-da,2020-08-19,Wed Aug 19 00:28:47 2020 +0000,0 days 00:00:00
466,Helsinki-NLP/opus-mt-ar-eo,2020-08-19,Wed Aug 19 00:06:00 2020 +0000,0 days 00:00:00
4584,Helsinki-NLP/opus-mt-art-en,2020-08-19,Wed Aug 19 00:06:26 2020 +0000,0 days 00:00:00
30590,Helsinki-NLP/opus-mt-no-de,2020-08-19,Wed Aug 19 00:31:15 2020 +0000,0 days 00:00:00
29451,Helsinki-NLP/opus-mt-he-uk,2020-08-19,Wed Aug 19 00:17:43 2020 +0000,0 days 00:00:00
8940,Helsinki-NLP/opus-mt-eo-it,2020-08-19,Wed Aug 19 00:15:02 2020 +0000,0 days 00:00:00
14402,Helsinki-NLP/opus-mt-cel-en,2020-08-19,Wed Aug 19 00:08:00 2020 +0000,0 days 00:00:00
14407,Helsinki-NLP/opus-mt-lt-eo,2020-08-19,Wed Aug 19 00:30:08 2020 +0000,0 days 00:00:00
29204,Helsinki-NLP/opus-mt-es-rn,2020-08-19,Wed Aug 19 00:35:30 2020 +0000,0 days 00:00:00
29430,Helsinki-NLP/opus-mt-bg-de,2020-08-19,Wed Aug 19 00:06:47 2020 +0000,0 days 00:00:00
30582,Helsinki-NLP/opus-mt-no-ru,2020-08-19,Wed Aug 19 00:32:01 2020 +0000,0 days 00:00:00
28629,Helsinki-NLP/opus-mt-de-ms,2020-08-19,Wed Aug 19 00:09:36 2020 +0000,0 days 00:00:00
17118,Helsinki-NLP/opus-mt-pl-lt,2020-08-19,Wed Aug 19 00:32:30 2020 +0000,0 days 00:00:00
21897,Helsinki-NLP/opus-mt-no-fi,2020-08-19,Wed Aug 19 00:31:17 2020 +0000,0 days 00:00:00
20022,rohanrajpal/bert-base-en-hi-codemix-cased,2020-08-19,Fri Dec 11 23:00:24 2020 +0100,114 days 06:54:04
29887,Helsinki-NLP/opus-mt-en-ine,2020-08-19,Wed Aug 19 00:12:17 2020 +0000,0 days 00:00:00
18388,Helsinki-NLP/opus-mt-ru-sv,2020-08-19,Wed Aug 19 00:34:25 2020 +0000,0 days 00:00:00
19662,Helsinki-NLP/opus-mt-lt-tr,2020-08-19,Wed Aug 19 00:30:24 2020 +0000,0 days 00:00:00
10103,Helsinki-NLP/opus-mt-nl-eo,2020-08-19,Wed Aug 19 00:31:03 2020 +0000,0 days 00:00:00
22894,Helsinki-NLP/opus-mt-ru-lt,2020-08-19,Wed Aug 19 00:34:10 2020 +0000,0 days 00:00:00
10382,Helsinki-NLP/opus-mt-en-sal,2020-08-19,Wed Aug 19 00:13:01 2020 +0000,0 days 00:00:00
10011,Helsinki-NLP/opus-mt-en-zh,2020-08-19,Wed Aug 19 00:13:38 2020 +0000,0 days 00:00:00
5434,Helsinki-NLP/opus-mt-gl-pt,2020-08-19,Wed Aug 19 00:17:03 2020 +0000,0 days 00:00:00
27057,Helsinki-NLP/opus-mt-nic-en,2020-08-19,Wed Aug 19 00:30:52 2020 +0000,0 days 00:00:00
19612,Helsinki-NLP/opus-mt-af-eo,2020-08-19,Wed Aug 19 00:05:21 2020 +0000,0 days 00:00:00
4576,Helsinki-NLP/opus-mt-vi-eo,2020-08-19,Wed Aug 19 00:38:57 2020 +0000,0 days 00:00:00
12574,Helsinki-NLP/opus-mt-en-sem,2020-08-19,Wed Aug 19 00:13:07 2020 +0000,0 days 00:00:00
9990,Helsinki-NLP/opus-mt-eo-he,2020-08-19,Wed Aug 19 00:14:56 2020 +0000,0 days 00:00:00
18408,Helsinki-NLP/opus-mt-bg-uk,2020-08-19,Wed Aug 19 00:07:26 2020 +0000,0 days 00:00:00
26940,Helsinki-NLP/opus-mt-en-ur,2020-08-19,Wed Aug 19 00:13:25 2020 +0000,0 days 00:00:00
12722,Helsinki-NLP/opus-mt-pl-eo,2020-08-19,Wed Aug 19 00:32:18 2020 +0000,0 days 00:00:00
7552,Helsinki-NLP/opus-mt-eo-hu,2020-08-19,Wed Aug 19 00:14:59 2020 +0000,0 days 00:00:00
13166,Helsinki-NLP/opus-mt-phi-en,2020-08-19,Wed Aug 19 00:32:11 2020 +0000,0 days 00:00:00
11618,joeddav/xlm-roberta-large-xnli,2020-08-19,Fri Dec 11 22:47:45 2020 +0100,114 days 04:58:08
27071,Helsinki-NLP/opus-mt-en-afa,2020-08-19,Wed Aug 19 00:10:23 2020 +0000,0 days 00:00:00
4945,Helsinki-NLP/opus-mt-en-az,2020-08-19,Wed Aug 19 00:10:35 2020 +0000,0 days 00:00:00
29948,Helsinki-NLP/opus-mt-en-cel,2020-08-19,Wed Aug 19 00:10:58 2020 +0000,0 days 00:00:00
8012,Helsinki-NLP/opus-mt-uk-no,2020-08-19,Wed Aug 19 00:38:13 2020 +0000,0 days 00:00:00
3664,Helsinki-NLP/opus-mt-fi-no,2020-08-19,Wed Aug 19 00:15:52 2020 +0000,0 days 00:00:00
984,Helsinki-NLP/opus-mt-ja-it,2020-08-19,Wed Aug 19 00:29:08 2020 +0000,0 days 00:00:00
26822,Helsinki-NLP/opus-mt-ja-pl,2020-08-19,Wed Aug 19 00:29:17 2020 +0000,0 days 00:00:00
17065,Helsinki-NLP/opus-mt-it-lt,2020-08-19,Wed Aug 19 00:19:11 2020 +0000,0 days 00:00:00
4835,Helsinki-NLP/opus-mt-it-vi,2020-08-19,Wed Aug 19 00:28:26 2020 +0000,0 days 00:00:00
17475,Helsinki-NLP/opus-mt-no-pl,2020-08-19,Wed Aug 19 00:31:59 2020 +0000,0 days 00:00:00
4931,Helsinki-NLP/opus-mt-is-it,2020-08-19,Wed Aug 19 00:18:30 2020 +0000,0 days 00:00:00
2408,Helsinki-NLP/opus-mt-eo-cs,2020-08-19,Wed Aug 19 00:14:05 2020 +0000,0 days 00:00:00
8048,Helsinki-NLP/opus-mt-bg-ru,2020-08-19,Wed Aug 19 00:07:15 2020 +0000,0 days 00:00:00
29146,Helsinki-NLP/opus-mt-alv-en,2020-08-19,Wed Aug 19 00:05:37 2020 +0000,0 days 00:00:00
2413,Helsinki-NLP/opus-mt-de-tl,2020-08-19,Wed Aug 19 00:09:43 2020 +0000,0 days 00:00:00
21762,Helsinki-NLP/opus-mt-eo-el,2020-08-19,Wed Aug 19 00:14:28 2020 +0000,0 days 00:00:00
19558,Helsinki-NLP/opus-mt-ms-it,2020-08-19,Wed Aug 19 00:30:40 2020 +0000,0 days 00:00:00
17091,Helsinki-NLP/opus-mt-ru-lv,2020-08-19,Wed Aug 19 00:34:08 2020 +0000,0 days 00:00:00
12680,Helsinki-NLP/opus-mt-uk-sh,2020-08-19,Wed Aug 19 00:37:13 2020 +0000,0 days 00:00:00
27647,Helsinki-NLP/opus-mt-rn-en,2020-08-19,Wed Aug 19 00:33:06 2020 +0000,0 days 00:00:00
1003,Helsinki-NLP/opus-mt-ko-ru,2020-08-19,Wed Aug 19 00:29:58 2020 +0000,0 days 00:00:00
155,Helsinki-NLP/opus-mt-en-gmw,2020-08-19,Wed Aug 19 00:11:58 2020 +0000,0 days 00:00:00
24891,Helsinki-NLP/opus-mt-war-en,2020-08-19,Wed Aug 19 00:39:38 2020 +0000,0 days 00:00:00
9955,Helsinki-NLP/opus-mt-es-tl,2020-08-19,Wed Aug 19 00:35:40 2020 +0000,0 days 00:00:00
5580,Helsinki-NLP/opus-mt-eo-bg,2020-08-19,Wed Aug 19 00:14:01 2020 +0000,0 days 00:00:00
13859,Helsinki-NLP/opus-mt-hu-uk,2020-08-19,Wed Aug 19 00:17:51 2020 +0000,0 days 00:00:00
19498,Helsinki-NLP/opus-mt-ru-et,2020-08-19,Wed Aug 19 00:33:48 2020 +0000,0 days 00:00:00
2244,Helsinki-NLP/opus-mt-ja-hu,2020-08-19,Wed Aug 19 00:29:01 2020 +0000,0 days 00:00:00
9923,Helsinki-NLP/opus-mt-eo-ru,2020-08-19,Wed Aug 19 00:15:18 2020 +0000,0 days 00:00:00
4434,Helsinki-NLP/opus-mt-es-vi,2020-08-19,Wed Aug 19 00:35:51 2020 +0000,0 days 00:00:00
17541,Helsinki-NLP/opus-mt-pl-no,2020-08-19,Wed Aug 19 00:32:32 2020 +0000,0 days 00:00:00
28651,Helsinki-NLP/opus-mt-ru-vi,2020-08-19,Wed Aug 19 00:34:31 2020 +0000,0 days 00:00:00
15923,Helsinki-NLP/opus-mt-bg-eo,2020-08-19,Wed Aug 19 00:07:07 2020 +0000,0 days 00:00:00
16977,Helsinki-NLP/opus-mt-pt-uk,2020-08-19,Wed Aug 19 00:32:55 2020 +0000,0 days 00:00:00
4955,Helsinki-NLP/opus-mt-et-ru,2020-08-19,Wed Aug 19 00:15:24 2020 +0000,0 days 00:00:00
15919,Helsinki-NLP/opus-mt-de-vi,2020-08-19,Wed Aug 19 00:09:48 2020 +0000,0 days 00:00:00
4410,Helsinki-NLP/opus-mt-pt-tl,2020-08-19,Wed Aug 19 00:32:53 2020 +0000,0 days 00:00:00
6381,Helsinki-NLP/opus-mt-cpp-en,2020-08-19,Wed Aug 19 00:08:31 2020 +0000,0 days 00:00:00
26890,Helsinki-NLP/opus-mt-uk-ca,2020-08-19,Wed Aug 19 00:37:00 2020 +0000,0 days 00:00:00
16830,Helsinki-NLP/opus-mt-ru-af,2020-08-19,Wed Aug 19 00:33:17 2020 +0000,0 days 00:00:00
21707,Helsinki-NLP/opus-mt-tl-de,2020-08-19,Wed Aug 19 00:36:03 2020 +0000,0 days 00:00:00
21594,antoiloui/netbert,2020-08-19,Sun Jan 31 18:22:34 2021 +0000,165 days 07:15:10
1855,Helsinki-NLP/opus-mt-zh-bg,2020-08-19,Wed Aug 19 00:39:40 2020 +0000,0 days 00:00:00
27198,Helsinki-NLP/opus-mt-gem-en,2020-08-19,Wed Aug 19 00:16:44 2020 +0000,0 days 00:00:00
27746,Helsinki-NLP/opus-mt-zlw-en,2020-08-19,Wed Aug 19 00:40:44 2020 +0000,0 days 00:00:00
29819,Helsinki-NLP/opus-mt-uk-de,2020-08-19,Wed Aug 19 00:37:10 2020 +0000,0 days 00:00:00
23823,Helsinki-NLP/opus-mt-ms-de,2020-08-19,Wed Aug 19 00:30:35 2020 +0000,0 days 00:00:00
